name,rate_of_the_hotel,location_rating,comfort,staff,desk_24/7,rate_of_facilities,swimming_pool,bar,wifi,value_for_money,parking,Elevator,Cleanliness,Babysitting_Child_services,Sauna,pets,Wheelchair_accessible,safe,city,sum of facilities,sum of services
Habitat Apartments ADN,7.9,9.0,8.2,7.9,0,8.1,0,1,1,7.9,0,0,8.1,0,0,0,0,1,Barcelona,2,1
Hotel Derby,8.4,8.3,8.8,9.0,1,8.4,1,1,1,8.1,1,0,8.9,0,1,0,0,1,Barcelona,5,2
Room Mate Gerard,8.9,9.3,9.2,9.5,1,8.9,1,1,1,8.6,0,0,9.2,0,0,0,0,1,Barcelona,3,2
Hotel Casa Fuster G.L Monumento,8.8,9.6,9.3,9.3,1,8.8,1,1,1,8.3,1,0,9.1,1,1,0,0,1,Barcelona,5,3
Bbarcelona Apartments Córsega Flats,7.6,8.7,7.5,8.1,0,7.2,0,1,1,7.3,0,0,7.4,0,0,0,0,0,Barcelona,1,1
Aparthotel Bcn Montjuic,8.3,8.5,8.5,9.1,1,8.3,1,1,1,8.2,1,0,8.6,0,0,0,1,1,Barcelona,4,3
Cosmo Apartments Passeig de Gràcia,7.6,9.3,8.2,7.7,1,7.8,0,1,1,7.5,0,0,8.1,0,0,1,0,1,Barcelona,2,3
Sofitel Barcelona Skipper,8.9,9.1,9.3,9.4,1,8.9,1,1,1,8.4,1,0,9.3,1,0,1,1,1,Barcelona,4,5
Hotel Serhs Rivoli Rambla,7.9,9.5,8.2,8.7,0,7.6,0,1,1,7.7,0,0,8.1,0,0,0,1,1,Barcelona,2,2
Residencia Universitaria La Ciutadella,7.2,8.9,7.0,8.7,0,6.9,0,1,1,7.4,0,0,7.4,0,0,0,0,0,Barcelona,1,1
Hostalin Barcelona Passeig de Gràcia,8.2,9.7,8.3,8.9,0,7.9,0,1,1,8.5,0,0,8.3,0,0,0,0,1,Barcelona,2,1
Sallés Hotel Pere IV,8.1,7.6,8.8,8.7,1,8.4,1,1,1,8.0,1,0,8.8,0,1,0,1,1,Barcelona,5,3
Habitat Apartments Grace,7.4,9.0,6.9,8.1,0,7.2,0,1,1,7.1,0,0,7.5,0,0,0,0,1,Barcelona,2,1
Barcelona City Centre Hostal,8.0,9.3,8.3,9.1,0,7.9,0,1,1,8.2,1,0,8.5,0,0,1,0,0,Barcelona,2,2
Hotel Acta Azul Barcelona,8.0,8.8,8.3,8.7,1,8.0,0,1,1,8.1,1,0,8.4,0,0,0,1,1,Barcelona,3,3
Colón Hotel Barcelona,8.9,9.8,9.3,9.3,0,8.9,0,1,1,8.5,1,0,9.2,0,0,0,0,1,Barcelona,3,1
Barcelona Princess,8.2,8.4,8.7,8.6,0,8.2,1,1,1,8.1,1,0,8.7,0,0,0,1,1,Barcelona,4,2
Tendency Apartments 7,7.9,9.1,7.7,8.0,0,8.0,0,1,1,7.6,0,0,8.0,0,0,0,0,1,Barcelona,2,1
AinB Eixample-Miro Apartments,6.8,8.1,7.1,6.9,0,6.7,0,1,1,6.9,1,0,7.1,0,0,0,0,0,Barcelona,2,1
Hesperia Barcelona Presidente,8.4,9.1,8.7,9.1,1,8.3,0,0,1,8.1,0,0,8.7,1,0,1,1,1,Barcelona,1,5
Park Hotel,8.3,9.4,8.6,8.9,0,8.3,1,1,1,8.1,1,0,8.7,0,0,0,0,1,Barcelona,4,1
Hotel Boutique Mirlo Barcelona,9.3,9.0,9.7,9.5,0,9.5,1,1,1,8.9,1,0,9.7,0,1,0,1,1,Barcelona,5,2
Catalonia Barcelona 505,8.0,8.0,8.4,8.6,1,8.0,1,1,1,7.8,1,0,8.4,0,0,1,1,1,Barcelona,4,4
Hotel Àmbit Barcelona,8.7,9.4,8.9,9.4,0,8.7,0,1,1,8.4,0,0,9.0,0,0,0,0,1,Barcelona,2,1
Gaudi Hotel,8.2,9.5,8.5,8.7,0,7.9,0,1,1,8.1,1,0,8.5,0,0,1,1,1,Barcelona,3,3
Catalonia Rigoletto,8.5,8.6,9.0,9.2,1,8.7,1,1,1,8.2,1,0,9.0,0,0,1,0,1,Barcelona,4,3
Grums Hotel & Spa,8.3,8.4,8.7,8.9,0,8.4,1,1,1,8.1,1,0,8.7,0,1,0,1,1,Barcelona,5,2
Hostal Radio Barcelona,7.6,8.7,7.6,9.1,0,7.2,0,1,1,8.0,1,1,8.1,0,0,0,0,0,Barcelona,3,1
Hostal Fernando,8.3,9.6,8.4,9.1,0,8.2,0,1,1,8.6,0,0,8.5,0,0,0,0,1,Barcelona,2,1
Hotel Via Augusta,8.5,9.1,8.7,9.4,0,8.5,0,0,1,8.4,1,1,9.0,0,0,0,0,1,Barcelona,3,1
Hotel Peninsular,7.1,9.1,7.1,8.7,0,6.7,0,1,1,7.6,0,0,7.5,0,0,0,0,0,Barcelona,1,1
Barceló Raval,8.3,7.8,8.9,9.0,1,8.5,1,1,1,8.1,1,0,8.9,0,1,0,1,1,Barcelona,5,3
Exe Mitre,8.1,8.1,8.5,8.8,1,8.1,0,1,1,8.1,0,0,8.6,0,0,0,0,1,Barcelona,2,2
Zenit Barcelona,8.2,8.8,8.5,8.8,1,8.2,0,1,1,8.0,1,0,8.7,0,0,0,0,1,Barcelona,3,2
Hotel Soho,8.8,9.4,9.1,9.6,0,8.8,1,1,1,8.7,1,0,9.2,0,0,0,1,1,Barcelona,4,2
Express by gaiarooms,7.1,8.6,7.7,7.0,0,7.0,0,1,1,7.0,0,0,8.0,0,0,0,0,1,Barcelona,2,1
Chic & Basic Born Boutique Hotel,7.9,9.3,8.1,8.9,0,7.9,0,1,1,7.6,0,0,8.2,0,0,0,0,1,Barcelona,2,1
NH Barcelona Les Corts,8.4,8.6,8.8,9.0,1,8.5,0,1,1,8.3,0,0,8.9,0,0,1,0,1,Barcelona,2,3
Pestana Arena Barcelona,8.4,8.9,8.9,9.1,1,8.4,0,1,1,8.1,1,0,8.9,0,1,0,1,1,Barcelona,4,3
Hostal Nuevo Colon,7.6,9.2,7.9,8.0,0,7.3,0,1,1,7.9,0,0,8.2,0,0,0,0,1,Barcelona,2,1
Hostal Bcn 46,7.3,8.9,7.8,7.9,0,7.3,0,1,1,7.6,0,0,7.9,0,0,0,0,1,Barcelona,2,1
The Moods Oasis,8.7,9.0,9.0,9.3,0,8.6,0,1,1,8.6,1,0,9.2,0,0,0,0,1,Barcelona,3,1
Hotel Alimara,8.3,8.3,8.7,8.8,0,8.4,0,1,1,8.3,1,0,8.7,0,0,0,1,1,Barcelona,3,2
Hostel Friends Barcelona,7.4,8.7,7.8,8.3,0,7.1,0,0,1,8.0,1,0,8.0,0,0,0,0,1,Barcelona,2,1
Claris Apartments,8.8,9.6,9.1,9.5,0,8.7,0,1,1,8.5,1,0,8.8,0,0,0,0,0,Barcelona,2,1
Habitat Apartments Cool Jazz,7.9,8.6,8.3,8.4,0,8.2,0,1,1,7.9,0,0,8.4,0,0,0,0,1,Barcelona,2,1
Hotel El Call,7.6,9.3,8.0,8.9,0,7.5,0,1,1,7.9,0,0,8.3,0,0,0,0,1,Barcelona,2,1
08028 Apartments,8.8,9.1,8.9,9.5,1,8.8,1,1,1,8.6,1,0,8.9,0,0,0,0,1,Barcelona,4,2
BCNGOTIC 42,9.0,9.8,9.3,9.4,0,9.1,0,1,1,9.0,0,1,9.3,0,0,0,0,0,Barcelona,2,1
Caledonian,8.6,9.4,9.0,9.2,0,8.7,0,1,1,8.4,1,0,9.1,0,0,0,0,1,Barcelona,3,1
Catalonia Roma,8.1,8.7,8.6,8.9,1,8.2,1,1,1,8.1,0,0,8.8,0,0,1,0,1,Barcelona,3,3
Roma Reial,7.4,9.5,7.3,8.7,0,6.9,0,1,1,8.0,0,1,7.7,0,0,0,0,1,Barcelona,3,1
Expo Hotel Barcelona,7.2,8.6,7.6,8.1,1,7.2,1,1,1,6.9,1,0,7.6,0,0,0,1,1,Barcelona,4,3
Vincci Bit,8.4,8.0,9.0,8.9,1,8.6,1,1,1,8.3,1,0,9.0,0,1,0,1,1,Barcelona,5,3
Nicebarcelonaapartments,7.9,8.6,8.2,8.9,0,7.9,0,1,1,7.4,0,0,8.3,0,0,0,0,0,Barcelona,1,1
"Grand Hotel Central, Small Luxury Hotels",8.8,9.6,9.3,9.5,0,9.0,1,1,1,8.1,1,0,9.3,1,1,0,0,1,Barcelona,5,2
Close to Passeig de Gracia,8.1,9.2,8.4,8.6,0,7.9,0,1,1,8.1,1,0,8.3,0,0,1,0,1,Barcelona,3,2
Paral·lel,8.3,8.9,8.6,8.9,0,8.3,0,1,1,8.4,0,0,8.7,0,0,1,0,1,Barcelona,2,2
Ilunion Auditori,8.1,8.8,8.5,8.7,1,8.2,1,1,1,8.2,1,0,8.5,0,0,1,1,1,Barcelona,4,4
Barcelona Mercaders Apartments,7.9,9.1,8.0,9.0,0,7.8,0,1,1,7.8,0,0,8.1,0,0,0,0,1,Barcelona,2,1
Habitat Apartments Bailén,8.0,9.1,7.7,8.2,0,8.2,0,1,1,7.1,0,0,8.0,0,0,0,0,1,Barcelona,2,1
Ally's Bed&Breakfast,7.5,9.1,7.8,8.2,0,7.5,0,1,1,7.9,0,0,8.2,0,0,0,0,0,Barcelona,1,1
Ako Suites Hotel,8.3,9.2,8.7,9.0,0,8.1,1,1,1,7.9,1,0,8.8,0,0,0,0,1,Barcelona,4,1
Hotel America Barcelona,8.5,9.3,8.9,9.3,0,8.6,1,1,1,8.3,0,0,8.9,0,1,0,0,1,Barcelona,4,1
The Mirror Barcelona,8.3,9.0,8.5,9.3,0,8.2,1,1,1,8.0,1,0,8.5,1,1,0,0,1,Barcelona,5,2
Vincci Maritimo,8.3,8.2,8.8,8.9,1,8.4,0,1,1,8.2,1,0,8.8,0,0,0,0,1,Barcelona,3,2
You Stylish City Centre Apartments,8.1,9.6,8.4,8.8,0,8.2,0,1,1,7.8,1,0,8.2,0,0,1,0,1,Barcelona,3,2
Hesperia Barcelona Del Mar,8.0,8.5,8.5,8.9,1,7.8,0,1,1,7.8,1,0,8.4,0,0,1,0,1,Barcelona,3,3
Grupotel Gran Via 678,8.1,9.1,8.5,9.0,1,8.0,1,1,1,8.0,1,0,8.6,0,0,0,0,1,Barcelona,4,2
Montserrat Apartments by gaiarooms,7.5,9.4,7.9,8.0,0,7.6,0,0,1,7.2,0,0,7.8,0,0,0,0,0,Barcelona,0,1
Chi,8.9,9.3,9.3,9.3,0,8.8,1,1,1,8.7,0,0,9.3,0,0,0,1,1,Barcelona,3,2
Hesperia Barcelona Barri Gòtic,8.0,9.3,8.4,9.0,1,7.8,0,1,1,7.8,1,1,8.4,0,0,1,1,1,Barcelona,4,4
Bcn Urbaness Hotels Gran Rosellon,8.0,8.9,8.3,8.5,0,8.0,1,1,1,7.9,0,0,8.3,0,0,0,1,1,Barcelona,3,2
Alba Hotel,7.1,8.2,7.5,8.4,0,7.0,0,1,0,7.2,1,0,7.7,0,0,0,0,0,Barcelona,2,0
Atenea Rekord Suites,8.5,8.7,9.0,9.0,0,8.6,0,0,1,8.4,1,0,9.0,1,0,0,0,1,Barcelona,2,2
Sixties Ramblas,8.4,9.2,8.7,9.3,0,8.3,0,1,1,8.3,0,0,8.7,0,0,0,0,1,Barcelona,2,1
Sonder DO Plaça Reial,8.4,9.4,9.0,9.0,0,8.5,1,1,1,8.2,0,0,9.0,0,1,0,0,0,Barcelona,3,1
Room Mate Carla,8.7,9.3,9.0,9.3,1,8.7,0,1,1,8.4,0,0,9.0,0,0,0,1,1,Barcelona,2,3
Cosmopolitan Boutique Rambla,8.3,9.5,8.8,8.4,0,8.4,0,1,1,8.6,1,0,8.9,0,0,1,1,1,Barcelona,3,3
Habitat Apartments Hot Jazz,8.5,9.0,8.7,8.7,0,8.8,0,1,1,8.4,0,0,8.7,0,0,0,0,0,Barcelona,1,1
Hostel New York,6.9,9.0,6.8,8.4,0,6.7,0,1,1,7.7,0,0,7.1,0,0,0,0,1,Barcelona,2,1
B&B Boutique Ca La Maria,8.9,9.5,8.9,9.5,0,8.9,0,1,1,8.7,1,0,8.9,0,0,0,0,1,Barcelona,3,1
Hostal Las Flores Ramblas,8.2,9.5,8.5,8.5,0,8.1,0,1,1,8.4,0,1,8.5,0,0,0,0,1,Barcelona,3,1
Melia Barcelona Sarriá,8.2,8.2,8.6,8.7,1,8.1,0,1,0,7.7,0,0,8.6,0,1,0,1,1,Barcelona,3,2
Decô Apartments Barcelona-Born St.,8.1,9.2,8.4,8.7,0,8.0,0,1,1,7.7,0,0,8.1,0,0,0,0,1,Barcelona,2,1
Hostalin Barcelona Diputacion,6.9,8.6,7.2,7.9,0,7.0,0,1,1,7.4,0,0,7.3,0,0,1,0,0,Barcelona,1,2
"Claris Hotel & Spa GL, a Small Luxury Hotel of the World",8.4,9.3,9.0,8.9,1,8.6,1,1,1,8.1,1,0,8.9,1,1,0,1,1,Barcelona,5,4
"Kimpton Vividora Hotel, an IHG Hotel",8.9,9.6,9.4,9.4,1,9.0,1,1,1,8.4,1,0,9.3,1,0,1,1,1,Barcelona,4,5
Habitat Apartments Blanca,7.4,7.7,7.5,7.5,0,7.6,0,1,1,7.3,0,0,7.5,0,0,0,0,1,Barcelona,2,1
Ciutat Vella,8.2,9.4,8.4,9.1,0,8.0,0,1,1,8.2,0,1,8.5,0,0,0,0,1,Barcelona,3,1
Acevi Villarroel,7.7,8.5,8.3,8.5,0,7.7,1,1,1,7.5,1,0,8.3,0,1,0,1,1,Barcelona,5,2
B-Garden BCN,8.8,9.3,9.0,9.7,0,8.7,0,1,1,8.5,0,0,9.1,0,0,0,0,1,Barcelona,2,1
Hotel Best Front Maritim,7.5,8.5,7.9,8.5,1,7.6,0,1,1,7.4,1,0,7.9,0,1,0,0,1,Barcelona,4,2
NH Barcelona Eixample,8.1,8.6,8.5,9.2,1,8.2,0,1,1,7.9,1,0,8.6,0,0,1,0,1,Barcelona,3,3
Hostal Central Barcelona,8.5,9.1,8.9,9.4,0,8.5,0,1,1,8.4,0,0,8.9,0,0,0,0,1,Barcelona,2,1
Arc La Rambla,8.3,9.5,8.6,8.8,0,8.2,0,1,1,8.3,0,0,8.6,0,0,0,1,1,Barcelona,2,2
Ilunion Barcelona,8.3,8.5,8.6,8.7,1,8.3,1,1,1,8.2,1,0,8.6,0,0,1,1,1,Barcelona,4,4
Decô Apartments Barcelona-Diagonal,9.0,9.5,9.3,8.9,0,9.3,0,1,1,8.9,1,0,9.3,0,0,0,0,1,Barcelona,3,1
Hotel Barcelona Universal,8.4,8.9,8.8,9.0,0,8.4,1,1,1,8.3,1,0,8.8,0,0,0,0,1,Barcelona,4,1
Ciutat de Barcelona,8.2,9.4,8.5,8.7,0,8.1,1,1,1,8.4,0,0,8.5,0,0,0,0,1,Barcelona,3,1
Sixtytwo Hotel,9.2,9.8,9.4,9.6,0,9.2,0,1,1,8.9,1,0,9.4,0,0,0,0,1,Barcelona,3,1
La Fira,7.3,8.6,7.9,8.4,0,7.9,0,1,1,7.7,0,0,7.7,0,0,0,0,1,Barcelona,2,1
Ilunion Bel-Art,8.0,8.4,8.4,8.5,1,8.1,0,0,1,7.9,1,0,8.3,0,0,1,1,1,Barcelona,2,4
Ola Living Born,7.8,9.3,8.1,7.8,0,7.9,0,1,1,7.4,0,0,8.3,0,0,0,0,1,Barcelona,2,1
PORTAL DEL ANGEL Barcelonastuff Apartments,8.6,9.7,8.9,9.6,0,8.7,0,1,1,8.8,1,0,9.0,0,0,1,0,0,Barcelona,2,2
UniqueStay - El Born Design Apartments,9.5,10.0,10.0,10.0,0,10.0,0,1,1,10.0,0,0,10.0,0,0,0,0,0,Barcelona,1,1
Apartment Guell,9.5,9.3,9.7,9.8,0,9.7,0,1,1,9.5,1,0,9.6,1,0,0,1,0,Barcelona,2,3
Hotel Medicis,8.0,8.9,8.2,9.2,0,7.9,0,1,1,8.0,0,0,8.5,0,0,0,0,1,Barcelona,2,1
Hotel Nouvel,8.3,9.6,8.7,8.8,0,8.1,0,1,1,8.4,1,0,8.8,0,0,0,0,1,Barcelona,3,1
Casa Gracia,7.7,9.4,7.9,8.6,0,7.7,0,1,1,7.8,0,0,7.9,0,0,0,1,0,Barcelona,1,2
Apartment Caspe,8.0,10.0,5.0,7.5,0,5.0,0,1,1,5.0,0,0,7.5,0,0,0,1,0,Barcelona,1,2
SmartRoom Barcelona,8.3,8.3,8.7,9.1,0,8.3,0,1,1,8.3,0,0,8.9,0,0,0,0,1,Barcelona,2,1
Twenty by Pillow,8.390776053215099,9.204795737122536,8.653108348134985,8.980772646536419,0,8.372735346358793,0,1,1,8.330506216696257,0,0,8.686589698046161,0,0,0,0,0,Barcelona,1,1
Hostal Felipe 2,7.2,8.9,7.4,8.6,0,7.2,0,1,1,7.6,0,0,7.9,0,0,0,0,1,Barcelona,2,1
Hostalet de Barcelona,6.7,8.3,6.9,8.6,0,6.6,0,0,1,6.7,1,0,7.6,0,0,0,1,1,Barcelona,2,2
Charm Miró,5.7,7.5,6.3,6.7,0,6.0,0,1,1,6.1,0,0,6.3,1,0,0,0,0,Barcelona,1,2
Montjuic1,9.2,9.5,10.0,9.5,0,9.5,0,1,1,8.5,0,0,9.5,0,0,1,0,0,Barcelona,1,2
Gran Hotel Havana by Escampa Hotels,8.5,9.2,9.0,9.1,0,8.5,1,1,1,8.2,1,0,9.0,0,1,0,0,1,Barcelona,5,1
Stay Barcelona Rossello,7.0,8.3,8.1,6.4,0,7.8,0,1,1,6.1,0,0,7.5,0,0,1,0,0,Barcelona,1,2
The Hotel 592 - Adults Only,8.6,9.6,8.8,9.0,0,8.5,0,1,1,8.7,1,0,8.9,0,0,0,0,1,Barcelona,3,1
Llull Home,9.7,7.5,10.0,9.5,0,9.8,0,0,1,9.4,1,0,10.0,0,0,0,0,0,Barcelona,1,1
Nisia B&B,7.8,9.2,8.0,9.0,0,7.5,0,1,1,7.5,0,0,8.2,0,0,0,0,0,Barcelona,1,1
Bellafila Gothic Terrace,9.3,9.7,9.6,9.7,0,9.3,0,1,1,8.7,0,0,9.7,0,0,1,0,0,Barcelona,1,2
Passeig De Gràcia Luxury,8.8,9.9,8.9,9.2,0,8.5,0,1,1,8.7,0,0,8.7,0,0,0,0,0,Barcelona,1,1
Monlau 12,10.0,7.5,10.0,10.0,0,10.0,0,1,1,10.0,0,0,10.0,0,0,1,1,0,Barcelona,1,3
En Ville Boutique Apartments Boqueria Market,10.0,10.0,10.0,10.0,0,10.0,1,1,1,10.0,0,0,10.0,0,0,0,0,1,Barcelona,3,1
Apartment Vallhonrat,8.1,9.1,8.4,8.8,0,7.9,0,1,1,7.6,0,0,8.3,1,0,0,0,0,Barcelona,1,2
Casa Tortilla Gracia,8.9,9.3,9.0,9.3,0,8.8,0,1,1,8.9,0,0,9.4,0,0,0,0,0,Barcelona,1,1
Gaudi Apartment 2,5.0,8.8,3.8,8.8,0,6.3,0,1,1,6.3,0,0,2.5,0,0,0,0,0,Barcelona,1,1
Weflating Passeig de Gracia,7.9,9.3,8.1,9.0,0,7.6,0,1,1,8.0,0,1,8.3,0,0,0,0,0,Barcelona,2,1
Hotel California,7.8,9.3,8.1,8.8,0,7.8,0,1,1,8.0,0,0,8.3,0,0,0,0,1,Barcelona,2,1
Sleep in Gothic Bcn,6.7,8.7,7.2,8.8,0,7.3,0,1,1,7.7,0,0,7.5,0,0,0,0,0,Barcelona,1,1
Casa Vaganto,8.8,9.1,9.0,9.5,0,8.9,0,1,1,8.7,0,0,9.2,0,0,0,0,1,Barcelona,2,1
Apartamento Rosellón,9.4,9.5,9.0,9.9,0,9.4,0,1,1,9.0,1,0,9.5,0,0,0,0,0,Barcelona,2,1
Penthouse Camp Nou,7.2,8.3,7.5,7.8,0,7.2,0,0,1,7.0,0,0,7.2,0,0,0,0,0,Barcelona,0,1
Alcam Aribau,6.8,8.5,8.0,7.5,0,7.3,0,1,1,7.8,0,0,7.3,0,0,1,0,0,Barcelona,1,2
Precioso Apartamento en Mercat Sant Antoni,9.5,10.0,8.8,10.0,0,10.0,0,1,1,10.0,0,0,10.0,0,0,0,0,0,Barcelona,1,1
Hostal Eixample,8.2,9.5,8.1,9.3,0,7.8,0,1,1,8.2,1,0,8.5,0,0,0,0,0,Barcelona,2,1
La Casa Gran B&B,9.2,9.4,9.4,9.9,0,9.0,0,1,1,9.0,0,0,9.5,0,0,0,0,0,Barcelona,1,1
Apartamento Rambla Catalunya,7.9,9.7,7.9,8.7,1,8.1,0,1,1,7.7,1,0,8.2,1,0,1,0,0,Barcelona,2,4
Apartment Eixample Dret Corsega Roger Lluria,8.5,9.8,7.9,9.4,0,7.9,0,0,1,8.3,1,0,9.2,0,0,0,0,0,Barcelona,1,1
Aparthotel Arai 4* Superior,8.9,9.6,9.4,9.2,1,9.0,1,1,1,8.5,0,0,9.4,0,1,0,0,1,Barcelona,4,2
Almanac Barcelona,8.8,9.6,9.4,9.0,0,8.9,1,1,1,8.1,1,0,9.3,1,1,0,1,1,Barcelona,5,3
6 dormitorios en Apartamento Modernista en el Corazon de Barcelona,8.2,9.4,8.6,7.9,0,8.4,0,1,1,8.4,0,1,8.4,0,0,0,0,0,Barcelona,2,1
"Stunning Luxury Apartment, 2 min walk from Soho House",9.7,10.0,10.0,10.0,0,9.6,0,1,0,9.6,0,0,10.0,0,0,1,0,0,Barcelona,1,1
Aparthotel Bertrán,8.4,8.3,8.6,9.0,1,8.3,1,1,1,8.2,1,0,8.8,1,0,0,0,1,Barcelona,4,3
Cozy attic in Barcelona center,8.390776053215099,9.204795737122536,8.653108348134985,8.980772646536419,0,8.372735346358793,0,1,1,8.330506216696257,0,0,8.686589698046161,0,0,1,0,0,Barcelona,1,2
Three bedrooms apartment,9.4,9.3,9.5,9.6,0,9.5,0,1,1,9.3,0,0,9.8,0,0,0,0,1,Barcelona,2,1
Stay U-nique Apartments Floridablanca II,9.2,10.0,8.8,9.4,0,8.1,0,1,1,10.0,0,0,9.4,0,0,0,0,0,Barcelona,1,1
SuiteaBcn II,9.5,9.5,9.6,9.4,0,9.6,0,1,1,9.6,0,0,9.8,0,0,0,0,0,Barcelona,1,1
Alcam Creu de Molers,8.390776053215099,9.204795737122536,8.653108348134985,8.980772646536419,0,8.372735346358793,0,1,1,8.330506216696257,0,0,8.686589698046161,0,0,1,0,0,Barcelona,1,2
Amazing views of Sagrada Familia,9.7,10.0,9.7,10.0,0,9.7,0,1,1,9.4,0,0,9.7,0,0,0,0,0,Barcelona,1,1
Key Paseo de Gracia Gaudí,10.0,10.0,10.0,10.0,0,10.0,0,1,1,10.0,0,0,10.0,0,0,0,0,0,Barcelona,1,1
Sonder Le Palacete,8.0,8.7,8.6,7.9,0,8.2,0,0,1,8.0,0,0,8.8,0,0,0,0,0,Barcelona,0,1
Habitat Apartments Carders,8.3,9.4,8.8,8.1,0,6.9,0,1,1,6.9,0,0,6.9,0,0,0,0,1,Barcelona,2,1
Stay U-nique Family Apartment near to Park Guell,8.390776053215099,9.204795737122536,8.653108348134985,8.980772646536419,0,8.372735346358793,0,1,1,8.330506216696257,0,0,8.686589698046161,0,0,0,0,0,Barcelona,1,1
BCNGOTIC 33,9.1,9.8,9.4,9.4,0,9.1,0,1,1,9.1,0,0,9.1,0,0,0,0,1,Barcelona,2,1
73COP54 - Spacious apartment with terrace,8.390776053215099,9.204795737122536,8.653108348134985,8.980772646536419,0,8.372735346358793,0,0,1,8.330506216696257,0,0,8.686589698046161,0,0,0,0,0,Barcelona,0,1
Paseo de gracia design apartment,9.0,10.0,8.8,10.0,0,8.8,0,1,1,8.8,1,0,8.8,0,0,1,0,0,Barcelona,2,2
Fantastic 2 Bedroom 5 minutes by car from Plaza Catalunya,6.2,8.3,6.7,6.3,0,6.0,0,1,1,6.2,0,0,6.9,0,0,0,0,0,Barcelona,1,1
Habitat Apartments Ferran,8.3,9.2,8.3,7.9,0,7.9,0,1,1,7.1,0,0,7.9,0,0,0,0,1,Barcelona,2,1
Chic & Cheap,9.6,9.5,9.5,9.9,0,9.5,1,1,1,9.5,1,0,9.8,0,0,0,0,0,Barcelona,3,1
Rainbow apartment in Barcelona,8.390776053215099,9.204795737122536,8.653108348134985,8.980772646536419,0,8.372735346358793,0,1,1,8.330506216696257,0,0,8.686589698046161,0,0,0,0,0,Barcelona,1,1
BCNGOTIC 41,9.3,10.0,9.8,9.7,0,9.0,0,1,1,9.7,0,0,9.5,0,0,0,0,1,Barcelona,2,1
Apartment Carrer Lepant,8.8,9.8,8.8,9.5,0,9.0,0,1,1,8.5,1,0,9.3,0,0,0,0,0,Barcelona,2,1
BCN Stays,9.5,9.8,9.4,9.7,0,9.4,0,1,1,9.6,1,0,9.5,0,0,0,0,0,Barcelona,2,1
Gaudi Apartment 1,5.5,8.3,6.0,7.1,0,5.8,0,1,1,6.3,0,0,5.4,0,0,0,0,0,Barcelona,1,1
Bordeta,9.1,9.5,9.0,9.9,0,9.2,0,0,1,9.2,0,0,9.6,0,0,0,0,1,Barcelona,1,1
Barceloneta Suites Apartments Beach,8.8,9.6,9.0,9.4,0,8.7,0,1,1,8.4,0,1,8.8,0,0,0,0,1,Barcelona,3,1
EA Sagrada Familia V Budget 3BR accommodation,8.0,10.0,7.5,7.5,0,7.5,0,1,0,7.5,0,1,7.5,0,0,0,0,0,Barcelona,2,0
Traveller House 8 Bedroom Apartment,8.390776053215099,9.204795737122536,8.653108348134985,8.980772646536419,0,8.372735346358793,0,1,1,8.330506216696257,0,0,8.686589698046161,0,0,0,0,0,Barcelona,1,1
Umma Barcelona B&B Boutique,8.4,9.2,8.6,9.5,0,8.3,0,1,1,8.2,0,0,8.7,0,0,0,1,1,Barcelona,2,2
Alcam Office up,7.0,8.2,7.5,7.8,0,7.4,0,0,1,7.3,0,0,7.5,0,0,1,0,0,Barcelona,0,2
Apartamento zona Sagrada Familia,9.0,10.0,10.0,9.3,0,9.6,0,1,1,9.3,0,0,9.6,0,0,0,0,0,Barcelona,1,1
Apartment Eduardo,8.9,8.6,8.9,9.3,0,8.9,0,1,1,8.9,0,0,8.9,0,0,0,0,0,Barcelona,1,1
New Listing DUPLEX NEAR THE BEACH Barceloneta,8.8,10.0,9.2,9.6,0,8.3,0,1,0,8.3,0,0,8.3,0,0,0,0,0,Barcelona,1,0
BizFlats Eixample Apartments,8.390776053215099,9.204795737122536,8.653108348134985,8.980772646536419,1,8.372735346358793,0,1,1,8.330506216696257,1,0,8.686589698046161,0,0,0,0,1,Barcelona,3,2
Aribau Apartment,7.5,10.0,7.5,8.8,0,6.3,0,1,1,7.5,0,0,7.5,0,0,0,0,0,Barcelona,1,1
Casa Cosi - Mallorca 2,8.390776053215099,9.204795737122536,8.653108348134985,8.980772646536419,0,8.372735346358793,0,0,1,8.330506216696257,0,0,8.686589698046161,0,0,0,0,0,Barcelona,0,1
Comfortable family apartment with balcony,8.0,10.0,7.5,10.0,0,7.5,0,0,1,7.5,0,0,7.5,0,0,0,0,0,Barcelona,0,1
Alma Barcelona GL,9.2,9.7,9.5,9.6,0,9.2,1,1,1,8.5,1,0,9.5,0,1,0,1,1,Barcelona,5,2
Barcelona Rooms 294,7.6,8.8,7.8,9.1,0,7.5,0,1,1,7.5,0,0,8.0,0,0,0,0,1,Barcelona,2,1
Stay U-nique Apartments Vila de Gracia,6.8,8.5,7.2,8.3,0,6.6,0,1,1,6.4,0,0,7.0,0,0,0,0,0,Barcelona,1,1
4bedroom apartment with a balcony in Las Ramblas 3 2,7.3,8.8,8.3,6.3,0,7.9,0,1,1,7.9,0,0,8.3,0,0,0,0,0,Barcelona,1,1
Sagrada Familia Apartment,7.4,9.1,7.9,7.9,0,7.6,0,1,1,7.7,1,0,7.8,1,0,1,0,0,Barcelona,2,3
Eixample 7,8.8,9.4,7.5,8.1,0,7.5,0,1,1,7.5,0,0,8.1,0,0,1,0,0,Barcelona,1,2
